age,workclass,education,marital_status,occupation,relationship,race,sex,capital_change,hours_per_week,native_country,target
31,Private,1,Never-married,Adm-clerical,Not-in-family,White,Male,equal to 0,40,United-States,0
38,Private,1,Separated,Other-service,Not-in-family,White,Female,between 0 and 50K,72,United-States,0
55,State-gov,4,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,equal to 0,40,India,1
48,Private,0,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,45,United-States,0
58,Self-emp-not-inc,0,Widowed,Farming-fishing,Not-in-family,White,Male,equal to 0,80,United-States,0
23,Private,1,Never-married,Adm-clerical,Not-in-family,White,Female,equal to 0,40,United-States,0
28,State-gov,1,Never-married,Adm-clerical,Not-in-family,White,Female,equal to 0,50,United-States,0
49,Local-gov,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,46,United-States,0
51,Private,0,Married-spouse-absent,Other-service,Unmarried,White,Female,equal to 0,40,United-States,0
23,Private,0,Separated,Craft-repair,Own-child,White,Male,equal to 0,53,United-States,0
40,Self-emp-not-inc,0,Divorced,Exec-managerial,Not-in-family,Black,Male,equal to 0,50,United-States,0
59,Private,0,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,equal to 0,40,China,0
47,Private,2,Divorced,Craft-repair,Not-in-family,White,Female,equal to 0,50,United-States,0
37,Private,0,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,50,United-States,0
39,Private,1,Divorced,Exec-managerial,Unmarried,White,Male,between 0 and 50K,40,United-States,0
43,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,60,United-States,0
40,Private,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,equal to 0,60,United-States,0
48,Private,0,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,40,United-States,1
29,Private,0,Never-married,Sales,Not-in-family,White,Female,equal to 0,48,United-States,0
48,Private,1,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,50,United-States,1
37,Private,2,Never-married,Farming-fishing,Not-in-family,White,Male,equal to 0,30,United-States,0
19,Private,0,Never-married,Sales,Not-in-family,White,Male,between 0 and 50K,48,United-States,0
28,Private,0,Never-married,Other-service,Own-child,Black,Female,equal to 0,30,United-States,0
56,Private,0,Married-civ-spouse,Craft-repair,Husband,Black,Male,equal to 0,40,Trinadad&Tobago,0
45,Private,0,Divorced,Transport-moving,Own-child,White,Male,equal to 0,60,United-States,0
60,State-gov,1,Married-civ-spouse,Protective-serv,Husband,White,Male,equal to 0,40,United-States,0
53,State-gov,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,42,United-States,1
37,State-gov,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,40,United-States,0
31,Private,0,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,40,United-States,0
29,Private,1,Married-AF-spouse,Farming-fishing,Husband,White,Male,equal to 0,44,United-States,1
31,Private,0,Widowed,Prof-specialty,Unmarried,White,Female,equal to 0,36,United-States,0
39,Private,0,Married-civ-spouse,Transport-moving,Husband,Black,Male,equal to 0,40,Cuba,0
31,Local-gov,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
42,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,between 0 and 50K,45,United-States,1
17,Private,0,Never-married,Handlers-cleaners,Own-child,White,Female,equal to 0,16,United-States,0
19,Private,0,Never-married,Other-service,Own-child,White,Female,equal to 0,20,United-States,0
24,Private,2,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,equal to 0,32,United-States,0
62,Private,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,between 0 and 50K,40,United-States,1
34,Private,0,Never-married,Other-service,Other-relative,White,Female,equal to 0,40,Guatemala,0
47,Self-emp-inc,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,between 0 and 50K,55,United-States,1
58,Private,2,Never-married,Prof-specialty,Not-in-family,White,Female,equal to 0,62,Canada,0
23,Private,1,Never-married,Prof-specialty,Not-in-family,White,Female,equal to 0,36,United-States,0
33,Private,0,Never-married,Other-service,Unmarried,Black,Female,equal to 0,40,United-States,0
76,Private,0,Widowed,Adm-clerical,Not-in-family,White,Male,equal to 0,6,United-States,0
40,Private,0,Divorced,Exec-managerial,Unmarried,White,Female,equal to 0,50,United-States,0
28,Private,0,Divorced,Other-service,Unmarried,White,Female,equal to 0,50,United-States,0
41,Private,1,Married-civ-spouse,Tech-support,Wife,White,Female,equal to 0,40,United-States,0
46,Local-gov,0,Married-civ-spouse,Protective-serv,Husband,White,Male,between 0 and 50K,96,United-States,1
22,Federal-gov,1,Never-married,Adm-clerical,Not-in-family,White,Female,equal to 0,40,United-States,0
29,Private,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,equal to 0,40,United-States,0
26,Private,0,Never-married,Other-service,Unmarried,White,Male,equal to 0,40,United-States,0
31,Private,2,Never-married,Adm-clerical,Not-in-family,White,Male,between 0 and 50K,40,United-States,1
22,Private,0,Never-married,Other-service,Not-in-family,White,Female,equal to 0,25,United-States,0
41,Private,1,Never-married,Transport-moving,Not-in-family,Black,Male,equal to 0,43,United-States,0
29,Private,0,Never-married,Transport-moving,Other-relative,Other,Male,equal to 0,40,Dominican-Republic,0
60,Private,1,Married-civ-spouse,Tech-support,Husband,White,Male,between 0 and 50K,40,United-States,1
72,Federal-gov,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,40,United-States,1
41,Self-emp-inc,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,equal to 0,65,United-States,0
19,Private,1,Never-married,Other-service,Own-child,White,Female,equal to 0,25,United-States,0
25,Private,2,Never-married,Other-service,Own-child,White,Male,equal to 0,40,United-States,0
24,Private,2,Never-married,Exec-managerial,Not-in-family,White,Male,equal to 0,45,United-States,0
59,Private,0,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,30,United-States,0
17,Private,0,Never-married,Craft-repair,Own-child,White,Male,equal to 0,30,United-States,0
59,Private,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
69,Private,1,Never-married,Prof-specialty,Not-in-family,White,Male,between 0 and 50K,1,United-States,0
25,Private,1,Married-civ-spouse,Sales,Husband,White,Male,between 0 and 50K,43,United-States,0
50,Private,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,60,United-States,0
29,Private,0,Separated,Other-service,Not-in-family,White,Female,equal to 0,40,United-States,0
43,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,55,United-States,0
29,Local-gov,1,Never-married,Other-service,Own-child,White,Female,equal to 0,10,United-States,0
29,State-gov,1,Divorced,Adm-clerical,Unmarried,Black,Male,equal to 0,40,United-States,0
32,Local-gov,1,Married-civ-spouse,Protective-serv,Husband,White,Male,equal to 0,40,United-States,1
17,Private,0,Never-married,Prof-specialty,Other-relative,White,Male,equal to 0,6,United-States,0
50,Self-emp-not-inc,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,45,United-States,1
43,Private,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,50,United-States,0
41,Private,0,Never-married,Machine-op-inspct,Unmarried,White,Female,equal to 0,40,United-States,0
32,Private,2,Married-civ-spouse,Exec-managerial,Wife,White,Female,equal to 0,40,United-States,1
54,State-gov,3,Never-married,Prof-specialty,Not-in-family,White,Female,equal to 0,45,United-States,1
65,Private,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,1
18,Private,0,Never-married,Prof-specialty,Own-child,Other,Female,equal to 0,40,United-States,0
70,Self-emp-inc,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,1
53,Private,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,55,United-States,1
37,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,between -50K and 0,60,United-States,1
21,Private,1,Never-married,Transport-moving,Own-child,White,Male,equal to 0,30,United-States,0
20,Private,0,Never-married,Machine-op-inspct,Own-child,White,Male,equal to 0,40,United-States,0
47,State-gov,0,Divorced,Adm-clerical,Unmarried,White,Male,equal to 0,38,United-States,0
26,Private,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,between 0 and 50K,45,United-States,0
31,Private,3,Never-married,Prof-specialty,Not-in-family,White,Male,equal to 0,50,United-States,0
45,Self-emp-not-inc,1,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,40,United-States,0
35,Private,0,Separated,Adm-clerical,Unmarried,White,Female,equal to 0,40,United-States,0
55,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,45,United-States,1
49,Private,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,50,United-States,1
33,Self-emp-inc,0,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Male,equal to 0,40,Vietnam,0
30,Federal-gov,3,Never-married,Exec-managerial,Not-in-family,White,Male,equal to 0,55,United-States,0
19,Private,1,Never-married,Other-service,Own-child,White,Male,equal to 0,15,United-States,0
48,Self-emp-inc,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,60,United-States,1
41,Private,1,Divorced,Craft-repair,Not-in-family,White,Male,equal to 0,40,United-States,1
29,Private,2,Married-civ-spouse,Tech-support,Husband,White,Male,equal to 0,35,United-States,1
47,Local-gov,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,48,United-States,1
53,Local-gov,3,Married-civ-spouse,Exec-managerial,Husband,Black,Male,equal to 0,40,United-States,1
19,Private,1,Never-married,Adm-clerical,Own-child,White,Female,equal to 0,10,United-States,0
71,Private,0,Divorced,Other-service,Not-in-family,White,Female,equal to 0,16,United-States,0
29,Private,1,Never-married,Sales,Unmarried,White,Female,equal to 0,25,United-States,0
43,Local-gov,1,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,40,United-States,0
23,Private,2,Never-married,Exec-managerial,Not-in-family,White,Female,equal to 0,30,United-States,0
52,Private,1,Divorced,Adm-clerical,Not-in-family,White,Female,equal to 0,40,United-States,0
56,Private,2,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,40,United-States,1
28,Private,0,Never-married,Craft-repair,Not-in-family,White,Male,equal to 0,40,United-States,0
44,Self-emp-not-inc,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,80,United-States,0
37,Federal-gov,2,Never-married,Prof-specialty,Not-in-family,White,Female,equal to 0,40,United-States,0
30,Private,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,50,United-States,1
31,Local-gov,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
20,Private,1,Never-married,Sales,Own-child,White,Female,equal to 0,25,United-States,0
64,Private,0,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,65,United-States,1
45,Private,0,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,40,United-States,0
40,Private,1,Never-married,Exec-managerial,Not-in-family,White,Male,equal to 0,50,United-States,1
19,Private,0,Never-married,Handlers-cleaners,Own-child,White,Male,equal to 0,52,United-States,0
54,Private,2,Divorced,Exec-managerial,Unmarried,White,Male,equal to 0,45,United-States,1
61,Self-emp-inc,4,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,equal to 0,40,Taiwan,1
18,Private,0,Never-married,Other-service,Own-child,White,Female,equal to 0,20,United-States,0
62,Private,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
33,Private,1,Never-married,Craft-repair,Not-in-family,White,Male,equal to 0,40,United-States,0
51,Private,0,Separated,Other-service,Not-in-family,Black,Female,equal to 0,37,United-States,0
54,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
24,Private,1,Married-civ-spouse,Protective-serv,Other-relative,White,Male,equal to 0,24,United-States,0
54,Private,1,Divorced,Exec-managerial,Unmarried,White,Female,equal to 0,40,Germany,0
42,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,45,United-States,1
51,Federal-gov,3,Widowed,Sales,Unmarried,White,Male,equal to 0,50,El-Salvador,1
41,Private,1,Married-civ-spouse,Adm-clerical,Wife,Black,Female,equal to 0,40,United-States,1
47,Local-gov,1,Separated,Exec-managerial,Not-in-family,White,Male,between -50K and 0,40,United-States,0
31,State-gov,1,Divorced,Adm-clerical,Unmarried,White,Female,equal to 0,40,United-States,0
21,Private,1,Never-married,Craft-repair,Own-child,Black,Male,equal to 0,40,United-States,0
52,Private,1,Divorced,Exec-managerial,Unmarried,White,Female,equal to 0,40,United-States,0
20,Private,1,Never-married,Prof-specialty,Own-child,White,Female,equal to 0,15,United-States,0
18,Private,0,Never-married,Sales,Own-child,White,Female,equal to 0,25,United-States,0
58,Private,0,Married-civ-spouse,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,equal to 0,60,Philippines,0
23,Private,0,Never-married,Adm-clerical,Unmarried,White,Female,equal to 0,40,United-States,0
21,Private,1,Never-married,Sales,Not-in-family,White,Female,equal to 0,20,United-States,0
43,State-gov,1,Married-civ-spouse,Protective-serv,Husband,White,Male,equal to 0,40,United-States,0
53,Private,0,Divorced,Machine-op-inspct,Own-child,White,Male,equal to 0,40,United-States,0
18,Private,0,Married-civ-spouse,Exec-managerial,Wife,White,Female,equal to 0,40,United-States,0
44,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,1
31,Private,2,Never-married,Prof-specialty,Not-in-family,White,Male,equal to 0,50,United-States,0
48,Private,0,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,40,United-States,0
55,Self-emp-inc,3,Divorced,Prof-specialty,Not-in-family,White,Female,equal to 0,35,United-States,0
24,Private,1,Never-married,Adm-clerical,Own-child,Black,Female,equal to 0,20,United-States,0
41,State-gov,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
35,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,1
47,Local-gov,1,Divorced,Adm-clerical,Not-in-family,White,Female,equal to 0,40,United-States,0
54,Private,1,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,32,United-States,0
40,Private,2,Separated,Sales,Not-in-family,White,Male,equal to 0,40,United-States,0
56,Self-emp-not-inc,1,Divorced,Sales,Unmarried,White,Female,equal to 0,48,United-States,0
23,Private,1,Never-married,Tech-support,Not-in-family,White,Male,equal to 0,40,United-States,0
34,Self-emp-not-inc,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,60,United-States,0
27,Local-gov,0,Never-married,Craft-repair,Unmarried,Black,Male,equal to 0,40,United-States,0
32,Private,2,Never-married,Prof-specialty,Not-in-family,White,Male,equal to 0,40,United-States,1
72,Self-emp-not-inc,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,equal to 0,74,United-States,0
43,Local-gov,0,Married-civ-spouse,Transport-moving,Husband,White,Male,between -50K and 0,40,United-States,0
32,Private,1,Divorced,Prof-specialty,Unmarried,Black,Female,equal to 0,35,United-States,0
53,Private,1,Separated,Adm-clerical,Own-child,White,Male,equal to 0,40,Cuba,0
18,Private,0,Never-married,Other-service,Own-child,White,Male,equal to 0,10,United-States,0
38,Private,0,Widowed,Transport-moving,Unmarried,Black,Male,between 0 and 50K,40,United-States,0
41,Federal-gov,1,Divorced,Adm-clerical,Own-child,Black,Female,equal to 0,40,United-States,0
29,Private,0,Never-married,Craft-repair,Own-child,White,Male,equal to 0,45,United-States,0
70,Private,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,4,United-States,1
46,Self-emp-inc,2,Widowed,Exec-managerial,Not-in-family,White,Female,equal to 0,50,United-States,0
47,Private,1,Married-civ-spouse,Adm-clerical,Wife,White,Female,equal to 0,40,United-States,0
56,Local-gov,1,Married-civ-spouse,Adm-clerical,Wife,White,Female,equal to 0,15,United-States,0
28,Private,0,Married-civ-spouse,Craft-repair,Husband,Black,Male,between 0 and 50K,40,United-States,0
55,State-gov,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,between 0 and 50K,40,United-States,1
50,State-gov,2,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,between 0 and 50K,40,United-States,0
47,Private,0,Divorced,Adm-clerical,Unmarried,White,Female,equal to 0,40,United-States,0
42,Self-emp-inc,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,0
22,Private,1,Never-married,Machine-op-inspct,Own-child,White,Male,equal to 0,25,United-States,0
42,Private,0,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,44,Mexico,0
42,Federal-gov,1,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,equal to 0,40,United-States,0
46,Private,0,Divorced,Exec-managerial,Not-in-family,White,Female,equal to 0,40,United-States,0
45,Private,1,Married-civ-spouse,Sales,Husband,Black,Male,between 0 and 50K,99,United-States,1
55,Private,0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,equal to 0,55,United-States,0
57,Private,2,Married-civ-spouse,Protective-serv,Husband,White,Male,equal to 0,40,United-States,1
25,Private,0,Never-married,Craft-repair,Own-child,White,Male,equal to 0,40,United-States,0
43,Private,0,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,30,Dominican-Republic,0
34,Self-emp-inc,2,Divorced,Farming-fishing,Not-in-family,White,Male,equal to 0,60,United-States,0
27,Local-gov,2,Divorced,Prof-specialty,Other-relative,White,Female,equal to 0,40,United-States,0
25,Private,0,Never-married,Machine-op-inspct,Own-child,White,Female,between 0 and 50K,40,United-States,0
37,Private,1,Never-married,Exec-managerial,Not-in-family,White,Female,equal to 0,40,United-States,0
48,Private,1,Divorced,Sales,Unmarried,White,Male,equal to 0,45,United-States,0
38,Private,0,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,45,United-States,0
17,Private,0,Never-married,Craft-repair,Not-in-family,White,Male,between 0 and 50K,30,United-States,0
70,Private,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,between 0 and 50K,50,United-States,1
37,Private,0,Divorced,Adm-clerical,Unmarried,White,Female,equal to 0,37,United-States,0
45,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,46,United-States,0
56,Private,0,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,55,United-States,1
64,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,United-States,0
35,Local-gov,1,Divorced,Adm-clerical,Own-child,White,Female,equal to 0,38,United-States,0
23,Private,0,Never-married,Sales,Own-child,White,Male,equal to 0,40,United-States,0
42,Local-gov,0,Married-civ-spouse,Protective-serv,Husband,White,Male,equal to 0,90,United-States,0
23,Private,1,Never-married,Handlers-cleaners,Own-child,White,Male,equal to 0,30,United-States,0
26,Private,1,Never-married,Prof-specialty,Own-child,White,Male,equal to 0,12,United-States,0
56,Local-gov,0,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,40,United-States,1
41,Private,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,between -50K and 0,40,United-States,1
47,Self-emp-not-inc,0,Married-civ-spouse,Sales,Husband,White,Male,between -50K and 0,50,Mexico,0
21,Private,1,Never-married,Handlers-cleaners,Own-child,White,Male,equal to 0,40,United-States,0
29,Private,0,Never-married,Craft-repair,Own-child,Black,Male,equal to 0,40,United-States,0
32,State-gov,1,Married-spouse-absent,Farming-fishing,Own-child,White,Male,equal to 0,50,United-States,0
72,Private,0,Widowed,Other-service,Unmarried,Black,Female,equal to 0,20,United-States,0
69,Self-emp-not-inc,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 99999,40,United-States,1
19,Private,1,Never-married,Adm-clerical,Other-relative,White,Male,equal to 0,25,United-States,0
25,Local-gov,2,Never-married,Craft-repair,Own-child,White,Male,equal to 0,25,United-States,0
56,Private,1,Married-civ-spouse,Sales,Husband,White,Male,between -50K and 0,50,United-States,1
42,Private,3,Never-married,Prof-specialty,Not-in-family,White,Female,between 0 and 50K,50,United-States,1
58,Private,2,Divorced,Exec-managerial,Unmarried,White,Female,equal to 0,35,United-States,0
24,Private,2,Never-married,Tech-support,Own-child,White,Male,equal to 0,40,United-States,0
41,Private,1,Married-civ-spouse,Tech-support,Wife,White,Female,equal to 0,38,United-States,1
40,Private,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,1
37,Private,0,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,45,United-States,0
25,Private,1,Divorced,Adm-clerical,Unmarried,White,Female,equal to 0,40,United-States,0
43,Self-emp-inc,2,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,equal to 0,40,Philippines,1
36,Private,0,Never-married,Craft-repair,Own-child,White,Male,equal to 0,40,United-States,0
41,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,United-States,0
31,Private,2,Never-married,Prof-specialty,Not-in-family,White,Female,equal to 0,40,United-States,0
22,Private,0,Never-married,Exec-managerial,Own-child,White,Female,equal to 0,40,United-States,0
36,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
42,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,United-States,0
29,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,60,United-States,0
25,Private,0,Never-married,Adm-clerical,Unmarried,White,Female,equal to 0,46,United-States,0
23,Private,2,Never-married,Exec-managerial,Not-in-family,White,Male,equal to 0,40,United-States,0
34,Private,0,Separated,Sales,Unmarried,Black,Female,equal to 0,20,United-States,0
27,Private,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,between 0 and 50K,45,United-States,0
32,Private,2,Married-civ-spouse,Sales,Husband,Black,Male,between 0 and 50K,50,United-States,1
33,Private,1,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,equal to 0,40,United-States,0
38,Private,2,Divorced,Exec-managerial,Not-in-family,White,Female,equal to 0,55,United-States,0
21,Private,1,Never-married,Machine-op-inspct,Own-child,White,Male,equal to 0,30,United-States,0
39,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
50,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,1
32,Private,1,Never-married,Adm-clerical,Not-in-family,White,Male,equal to 0,30,United-States,0
40,Federal-gov,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,1
58,Federal-gov,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,between 0 and 50K,40,United-States,1
20,Private,0,Never-married,Adm-clerical,Own-child,White,Female,equal to 0,20,United-States,0
63,Private,0,Divorced,Prof-specialty,Not-in-family,White,Female,between -50K and 0,40,United-States,0
56,Private,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,50,United-States,0
30,Local-gov,2,Married-civ-spouse,Protective-serv,Husband,White,Male,equal to 0,40,United-States,0
39,Private,1,Divorced,Exec-managerial,Unmarried,White,Female,equal to 0,39,United-States,0
25,Private,1,Never-married,Prof-specialty,Not-in-family,White,Male,equal to 0,50,United-States,1
33,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,United-States,1
41,State-gov,2,Never-married,Prof-specialty,Not-in-family,White,Male,equal to 0,40,United-States,0
50,Private,1,Divorced,Craft-repair,Not-in-family,White,Male,equal to 0,40,United-States,0
44,Private,1,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,40,United-States,0
27,Private,2,Never-married,Exec-managerial,Not-in-family,White,Male,equal to 0,40,United-States,0
27,Private,2,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,between 0 and 50K,40,United-States,1
58,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,Italy,0
25,Private,1,Never-married,Tech-support,Own-child,White,Male,equal to 0,15,Mexico,0
31,Private,0,Married-civ-spouse,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,equal to 0,40,United-States,0
39,Private,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,50,United-States,1
55,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,1
22,Private,1,Never-married,Other-service,Own-child,White,Female,equal to 0,12,United-States,0
44,Private,1,Separated,Exec-managerial,Not-in-family,White,Male,equal to 0,40,United-States,0
41,Private,1,Married-civ-spouse,Prof-specialty,Wife,White,Female,between -50K and 0,5,United-States,0
44,Private,0,Divorced,Transport-moving,Not-in-family,White,Female,equal to 0,40,United-States,0
61,Private,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,equal to 0,54,United-States,0
32,Private,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,United-States,0
35,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,45,United-States,1
28,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
57,Private,2,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,equal to 0,40,Philippines,1
32,Private,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,65,United-States,1
46,State-gov,0,Never-married,Other-service,Not-in-family,Black,Female,equal to 0,40,United-States,0
26,Self-emp-not-inc,0,Married-civ-spouse,Other-service,Wife,White,Female,between -50K and 0,20,United-States,0
43,Self-emp-inc,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
62,Local-gov,0,Divorced,Other-service,Not-in-family,White,Female,equal to 0,35,United-States,0
60,State-gov,3,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,equal to 0,38,China,1
67,Private,0,Divorced,Sales,Not-in-family,White,Female,equal to 0,20,United-States,0
19,Private,0,Never-married,Sales,Unmarried,Black,Female,equal to 0,30,United-States,0
55,Private,0,Never-married,Prof-specialty,Not-in-family,White,Female,equal to 0,40,United-States,0
48,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,65,United-States,1
19,State-gov,0,Never-married,Adm-clerical,Not-in-family,White,Female,equal to 0,20,United-States,0
19,Private,1,Never-married,Other-service,Not-in-family,White,Female,equal to 0,30,United-States,0
43,Private,0,Divorced,Exec-managerial,Unmarried,White,Female,equal to 0,40,United-States,0
31,Private,4,Married-civ-spouse,Prof-specialty,Wife,White,Female,equal to 0,90,United-States,0
65,Private,1,Married-civ-spouse,Exec-managerial,Wife,White,Female,equal to 0,45,United-States,0
32,Private,0,Never-married,Machine-op-inspct,Not-in-family,White,Female,equal to 0,40,United-States,0
36,State-gov,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
41,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,Mexico,0
33,Local-gov,1,Married-civ-spouse,Protective-serv,Husband,White,Male,between 0 and 50K,40,United-States,0
72,Private,0,Divorced,Prof-specialty,Not-in-family,White,Male,equal to 0,12,United-States,0
34,Private,2,Married-civ-spouse,Sales,Husband,White,Male,between -50K and 0,50,United-States,1
27,Private,1,Never-married,Craft-repair,Not-in-family,White,Male,equal to 0,45,United-States,0
75,Self-emp-inc,0,Never-married,Exec-managerial,Not-in-family,White,Male,equal to 0,50,United-States,0
39,Private,0,Widowed,Prof-specialty,Unmarried,White,Female,equal to 0,15,United-States,0
51,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,between -50K and 0,40,United-States,1
47,Private,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,equal to 0,40,United-States,0
31,Private,1,Never-married,Prof-specialty,Not-in-family,White,Male,equal to 0,40,United-States,0
40,Private,3,Never-married,Exec-managerial,Not-in-family,White,Female,equal to 0,40,United-States,1
